papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Bruta,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Líq/ Patrim.,Cresc. Rec.5a,Earnings Yield,Valor,Quantidade,Estratégia,Ativos na Carteira,Volume Mínimo,Data,Ranking_EY,Ranking_ROIC,Magic Formula
CEAB3,11.15,5.88,0.93,0.43,0.046799999999999994,0.398,2.14,3.6,-3.77,3.74,2.74,"55,84%",0.11939999999999999,0.0732,1.67,14.7,0.15789999999999998,105901000.0,3702830000.0,0.04,0.09910000000000001,26.7,121133.6,10864.0,Magic Formula,20,400000,2026-05-21,10.0,37.0,47.0
CSED3,4.32,5.79,0.95,0.549,0.1124,0.324,3.57,2.92,-0.8,3.77,2.52,"51,06%",0.1881,0.0949,1.55,14.3,0.1646,4218800.0,1652140000.0,0.28,0.1143,26.5,105230.88,24359.0,Magic Formula,20,400000,2026-05-21,11.0,39.0,50.0
VLID3,17.63,5.92,0.84,0.718,0.0956,0.474,1.77,4.36,12.64,4.57,3.35,"34,81%",0.1649,0.12480000000000001,2.32,15.0,0.1422,7623390.0,1714470000.0,0.04,-0.008100000000000001,21.9,119161.17,6759.0,Magic Formula,20,400000,2026-05-21,17.0,34.0,51.0
PCAR3,2.17,-0.51,1.61,0.057,0.0,0.066,-0.27,0.65,-0.1,2.62,1.54,"28,23%",0.0872,-0.1112,0.56,12.8,-3.1601,16082000.0,662000000.0,4.84,-0.13419999999999999,38.2,46648.49,21497.0,Magic Formula,20,400000,2026-05-21,5.0,47.5,52.5
ANIM3,3.39,10.2,0.57,0.334,0.0229,0.13,1.06,1.12,-0.28,4.52,3.36,"63,13%",0.2969,0.0622,1.9,14.2,0.0562,29136800.0,2388890000.0,1.73,0.061900000000000004,22.1,109863.12000000001,32408.0,Magic Formula,20,400000,2026-05-21,16.0,40.0,56.0
MILS3,13.34,7.26,1.76,1.656,0.0797,0.721,4.0,4.48,-2.77,6.13,4.32,"61,90%",0.36939999999999995,0.2281,2.21,20.6,0.2419,13282100.0,1777790000.0,0.65,0.2206,16.3,159493.04,11956.0,Magic Formula,20,400000,2026-05-21,43.0,15.0,58.0
OFSA3,31.6,7.06,2.09,1.326,0.0408,1.045,2.18,6.26,6.02,6.66,5.83,"52,58%",0.2118,0.18789999999999998,3.46,24.6,0.2959,409224.0,816471000.0,0.14,0.0681,15.0,132214.4,4184.0,Magic Formula,20,400000,2026-05-21,51.0,10.0,61.0
POMO4,5.98,5.99,1.84,0.827,0.15789999999999998,0.786,2.7,5.25,30.07,6.33,5.69,"25,49%",0.1577,0.1391,1.97,20.5,0.3072,62030200.0,4061280000.0,0.38,0.24239999999999998,15.8,132217.80000000002,22110.0,Magic Formula,20,400000,2026-05-21,45.5,16.0,61.5
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,112861.45999999999,2293.0,Magic Formula,20,1000000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,107706.24,13248.0,Magic Formula,20,1000000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,102070.05,9805.0,Magic Formula,20,1000000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,111347.04000000001,59864.0,Magic Formula,20,1000000,2026-05-21,4.0,11.0,15.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,116865.0,7950.0,Magic Formula,20,1000000,2026-05-21,9.0,10.0,19.0
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,111663.09,12969.0,Magic Formula,20,1000000,2026-05-21,12.0,18.0,30.0
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,107851.5,23967.0,Magic Formula,20,1000000,2026-05-21,21.0,12.0,33.0
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,118568.57999999999,27833.0,Magic Formula,20,1000000,2026-05-21,17.0,20.0,37.0
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,113240.06,9214.0,Magic Formula,20,1000000,2026-05-21,14.0,26.5,40.5
CURY3,31.3,9.05,6.24,1.664,0.1341,1.556,5.39,6.26,-15.76,6.0,5.87,"39,71%",0.2657,0.20679999999999998,1.94,37.6,0.6895,153068000.0,1544570000.0,-0.26,0.33240000000000003,16.7,118439.2,3784.0,Magic Formula,20,1000000,2026-05-21,38.0,3.0,41.0
LEVE3,32.78,6.69,4.15,0.823,0.087,1.16,6.96,4.86,-11.03,5.95,5.24,"27,06%",0.1693,0.1231,1.37,33.2,0.6201,14437100.0,1071200000.0,0.93,0.0908,16.8,108370.68000000001,3306.0,Magic Formula,20,1000000,2026-05-21,36.5,5.0,41.5
PETR4,44.6,5.34,1.29,1.154,0.0712,0.461,-11.82,2.95,-0.87,4.62,3.19,"47,36%",0.3907,0.2169,0.74,16.8,0.24170000000000003,2475970000.0,445189000000.0,0.73,-0.0288,21.6,108734.8,2438.0,Magic Formula,20,1000000,2026-05-21,19.0,25.0,44.0
CEAB3,11.15,5.88,0.93,0.43,0.046799999999999994,0.398,2.14,3.6,-3.77,3.74,2.74,"55,84%",0.11939999999999999,0.0732,1.67,14.7,0.15789999999999998,105901000.0,3702830000.0,0.04,0.09910000000000001,26.7,109493.0,9820.0,Magic Formula,20,1000000,2026-05-21,10.0,36.0,46.0
VLID3,17.63,5.92,0.84,0.718,0.0956,0.474,1.77,4.36,12.64,4.57,3.35,"34,81%",0.1649,0.12480000000000001,2.32,15.0,0.1422,7623390.0,1714470000.0,0.04,-0.008100000000000001,21.9,106397.04999999999,6035.0,Magic Formula,20,1000000,2026-05-21,16.0,33.0,49.0
CSED3,4.32,5.79,0.95,0.549,0.1124,0.324,3.57,2.92,-0.8,3.77,2.52,"51,06%",0.1881,0.0949,1.55,14.3,0.1646,4218800.0,1652140000.0,0.28,0.1143,26.5,94646.88,21909.0,Magic Formula,20,1000000,2026-05-21,11.0,38.0,49.0
PCAR3,2.17,-0.51,1.61,0.057,0.0,0.066,-0.27,0.65,-0.1,2.62,1.54,"28,23%",0.0872,-0.1112,0.56,12.8,-3.1601,16082000.0,662000000.0,4.84,-0.13419999999999999,38.2,108233.09,49877.0,Magic Formula,20,1000000,2026-05-21,5.0,46.5,51.5
ANIM3,3.39,10.2,0.57,0.334,0.0229,0.13,1.06,1.12,-0.28,4.52,3.36,"63,13%",0.2969,0.0622,1.9,14.2,0.0562,29136800.0,2388890000.0,1.73,0.061900000000000004,22.1,99520.23000000001,29357.0,Magic Formula,20,1000000,2026-05-21,15.0,39.0,54.0
MILS3,13.34,7.26,1.76,1.656,0.0797,0.721,4.0,4.48,-2.77,6.13,4.32,"61,90%",0.36939999999999995,0.2281,2.21,20.6,0.2419,13282100.0,1777790000.0,0.65,0.2206,16.3,138309.12,10368.0,Magic Formula,20,1000000,2026-05-21,41.0,14.0,55.0
POMO4,5.98,5.99,1.84,0.827,0.15789999999999998,0.786,2.7,5.25,30.07,6.33,5.69,"25,49%",0.1577,0.1391,1.97,20.5,0.3072,62030200.0,4061280000.0,0.38,0.24239999999999998,15.8,117363.48000000001,19626.0,Magic Formula,20,1000000,2026-05-21,43.0,15.0,58.0
VALE3,82.0,23.33,1.9,1.694,0.0683,0.796,21.52,5.07,-2.09,6.05,4.86,"35,08%",0.3344,0.0644,1.24,17.9,0.0816,1653390000.0,191216000000.0,0.37,-0.053200000000000004,16.5,117342.0,1431.0,Magic Formula,20,1000000,2026-05-21,40.0,19.0,59.0
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,58227.26,1183.0,Magic Formula,30,400000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,54853.11000000001,6747.0,Magic Formula,30,400000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,52351.89,5029.0,Magic Formula,30,400000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,57976.200000000004,31170.0,Magic Formula,30,400000,2026-05-21,4.0,12.0,16.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,60681.6,4128.0,Magic Formula,30,400000,2026-05-21,9.0,11.0,20.0
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,56946.53999999999,6614.0,Magic Formula,30,400000,2026-05-21,12.0,19.0,31.0
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,55881.0,12418.0,Magic Formula,30,400000,2026-05-21,22.0,13.0,35.0
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,62132.1,14585.0,Magic Formula,30,400000,2026-05-21,18.0,21.0,39.0
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,58168.56999999999,4733.0,Magic Formula,30,400000,2026-05-21,14.0,27.5,41.5
CURY3,31.3,9.05,6.24,1.664,0.1341,1.556,5.39,6.26,-15.76,6.0,5.87,"39,71%",0.2657,0.20679999999999998,1.94,37.6,0.6895,153068000.0,1544570000.0,-0.26,0.33240000000000003,16.7,57153.8,1826.0,Magic Formula,30,400000,2026-05-21,40.0,3.0,43.0
LEVE3,32.78,6.69,4.15,0.823,0.087,1.16,6.96,4.86,-11.03,5.95,5.24,"27,06%",0.1693,0.1231,1.37,33.2,0.6201,14437100.0,1071200000.0,0.93,0.0908,16.8,55791.560000000005,1702.0,Magic Formula,30,400000,2026-05-21,38.5,5.0,43.5
PETR4,44.6,5.34,1.29,1.154,0.0712,0.461,-11.82,2.95,-0.87,4.62,3.19,"47,36%",0.3907,0.2169,0.74,16.8,0.24170000000000003,2475970000.0,445189000000.0,0.73,-0.0288,21.6,56552.8,1268.0,Magic Formula,30,400000,2026-05-21,20.0,26.0,46.0
CEAB3,11.15,5.88,0.93,0.43,0.046799999999999994,0.398,2.14,3.6,-3.77,3.74,2.74,"55,84%",0.11939999999999999,0.0732,1.67,14.7,0.15789999999999998,105901000.0,3702830000.0,0.04,0.09910000000000001,26.7,56697.75,5085.0,Magic Formula,30,400000,2026-05-21,10.0,37.0,47.0
CSED3,4.32,5.79,0.95,0.549,0.1124,0.324,3.57,2.92,-0.8,3.77,2.52,"51,06%",0.1881,0.0949,1.55,14.3,0.1646,4218800.0,1652140000.0,0.28,0.1143,26.5,47291.04,10947.0,Magic Formula,30,400000,2026-05-21,11.0,39.0,50.0
VLID3,17.63,5.92,0.84,0.718,0.0956,0.474,1.77,4.36,12.64,4.57,3.35,"34,81%",0.1649,0.12480000000000001,2.32,15.0,0.1422,7623390.0,1714470000.0,0.04,-0.008100000000000001,21.9,54670.63,3101.0,Magic Formula,30,400000,2026-05-21,17.0,34.0,51.0
PCAR3,2.17,-0.51,1.61,0.057,0.0,0.066,-0.27,0.65,-0.1,2.62,1.54,"28,23%",0.0872,-0.1112,0.56,12.8,-3.1601,16082000.0,662000000.0,4.84,-0.13419999999999999,38.2,57257.619999999995,26386.0,Magic Formula,30,400000,2026-05-21,5.0,47.5,52.5
ANIM3,3.39,10.2,0.57,0.334,0.0229,0.13,1.06,1.12,-0.28,4.52,3.36,"63,13%",0.2969,0.0622,1.9,14.2,0.0562,29136800.0,2388890000.0,1.73,0.061900000000000004,22.1,50192.340000000004,14806.0,Magic Formula,30,400000,2026-05-21,16.0,40.0,56.0
MILS3,13.34,7.26,1.76,1.656,0.0797,0.721,4.0,4.48,-2.77,6.13,4.32,"61,90%",0.36939999999999995,0.2281,2.21,20.6,0.2419,13282100.0,1777790000.0,0.65,0.2206,16.3,59656.479999999996,4472.0,Magic Formula,30,400000,2026-05-21,43.0,15.0,58.0
OFSA3,31.6,7.06,2.09,1.326,0.0408,1.045,2.18,6.26,6.02,6.66,5.83,"52,58%",0.2118,0.18789999999999998,3.46,24.6,0.2959,409224.0,816471000.0,0.14,0.0681,15.0,38899.6,1231.0,Magic Formula,30,400000,2026-05-21,51.0,10.0,61.0
POMO4,5.98,5.99,1.84,0.827,0.15789999999999998,0.786,2.7,5.25,30.07,6.33,5.69,"25,49%",0.1577,0.1391,1.97,20.5,0.3072,62030200.0,4061280000.0,0.38,0.24239999999999998,15.8,56247.880000000005,9406.0,Magic Formula,30,400000,2026-05-21,45.5,16.0,61.5
VALE3,82.0,23.33,1.9,1.694,0.0683,0.796,21.52,5.07,-2.09,6.05,4.86,"35,08%",0.3344,0.0644,1.24,17.9,0.0816,1653390000.0,191216000000.0,0.37,-0.053200000000000004,16.5,58958.0,719.0,Magic Formula,30,400000,2026-05-21,42.0,20.0,62.0
TGMA3,32.32,8.96,2.34,0.925,0.1188,1.561,5.97,7.04,10.98,7.06,6.38,"18,59%",0.13140000000000002,0.1032,2.22,27.2,0.2613,9733980.0,911018000.0,0.01,0.2241,14.2,61375.68,1899.0,Magic Formula,30,400000,2026-05-21,57.5,7.0,64.5
VAMO3,3.41,13.55,1.6,0.689,0.0365,0.181,1.46,1.55,-0.3,5.96,4.24,"50,50%",0.4449,0.0509,1.77,15.3,0.11810000000000001,65928600.0,2604700000.0,4.55,0.10189999999999999,16.8,53390.37,15657.0,Magic Formula,30,400000,2026-05-21,38.5,31.5,70.0
PGMN3,4.72,11.11,1.02,0.223,0.05,0.348,1.44,3.79,-4.08,5.36,3.36,"32,21%",0.0588,0.020099999999999996,1.73,12.5,0.0919,32231500.0,3347900000.0,0.42,0.1807,18.7,51990.799999999996,11015.0,Magic Formula,30,400000,2026-05-21,26.0,51.0,77.0
EUCA4,26.81,6.06,0.84,0.79,0.042,0.485,2.11,4.52,-17.13,5.47,3.52,"36,99%",0.17489999999999997,0.1303,2.38,12.8,0.1391,1591210.0,2944820000.0,0.18,0.0594,18.3,75148.43,2803.0,Magic Formula,30,400000,2026-05-21,30.5,47.5,78.0
PFRM3,6.35,7.45,0.59,0.068,0.1015,0.13,0.75,2.02,-5.52,3.94,2.57,"15,42%",0.0335,0.0097,1.33,11.4,0.0786,1954060.0,1341390000.0,0.56,0.1484,25.4,56254.649999999994,8859.0,Magic Formula,30,400000,2026-05-21,13.0,65.5,78.5
MOVI3,9.55,10.54,1.26,0.258,0.0681,0.107,-2.33,1.05,-0.16,6.02,3.57,"33,28%",0.2458,0.0245,0.85,14.4,0.1192,83858300.0,3056660000.0,5.94,0.21710000000000002,16.6,46947.8,4916.0,Magic Formula,30,400000,2026-05-21,41.0,38.0,79.0
JHSF3,10.75,3.84,1.04,2.034,0.055,0.405,2.14,4.35,-2.08,5.04,4.85,"63,21%",0.46740000000000004,0.5257999999999999,1.92,12.1,0.2712,75834400.0,7062100000.0,0.16,0.1115,19.8,50955.0,4740.0,Magic Formula,30,400000,2026-05-21,24.0,57.0,81.0
VTRU3,13.73,3.67,1.1,1.783,0.0018,0.589,5.48,4.76,-2.26,6.47,5.13,"66,28%",0.37420000000000003,0.4863,2.13,14.8,0.2995,15519300.0,3722430000.0,0.39,0.1259,15.5,58915.43,4291.0,Magic Formula,30,400000,2026-05-21,48.5,35.5,84.0
CPFE3,44.37,8.87,2.1,1.135,0.08410000000000001,0.609,20.41,4.49,-1.31,6.77,5.72,"31,30%",0.2527,0.134,1.15,15.3,0.2372,107421000.0,24297600000.0,1.07,0.031,14.8,47697.75,1075.0,Magic Formula,30,400000,2026-05-21,54.0,31.5,85.5
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,77078.52,1566.0,Magic Formula,30,1000000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,73300.08,9016.0,Magic Formula,30,1000000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,69111.99,6639.0,Magic Formula,30,1000000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,75971.7,40845.0,Magic Formula,30,1000000,2026-05-21,4.0,11.0,15.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,79982.7,5441.0,Magic Formula,30,1000000,2026-05-21,9.0,10.0,19.0
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,75811.04999999999,8805.0,Magic Formula,30,1000000,2026-05-21,12.0,18.0,30.0
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,74704.5,16601.0,Magic Formula,30,1000000,2026-05-21,21.0,12.0,33.0
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,81855.9,19215.0,Magic Formula,30,1000000,2026-05-21,17.0,20.0,37.0
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,76812.5,6250.0,Magic Formula,30,1000000,2026-05-21,14.0,26.5,40.5
CURY3,31.3,9.05,6.24,1.664,0.1341,1.556,5.39,6.26,-15.76,6.0,5.87,"39,71%",0.2657,0.20679999999999998,1.94,37.6,0.6895,153068000.0,1544570000.0,-0.26,0.33240000000000003,16.7,75401.7,2409.0,Magic Formula,30,1000000,2026-05-21,38.0,3.0,41.0
LEVE3,32.78,6.69,4.15,0.823,0.087,1.16,6.96,4.86,-11.03,5.95,5.24,"27,06%",0.1693,0.1231,1.37,33.2,0.6201,14437100.0,1071200000.0,0.93,0.0908,16.8,74443.38,2271.0,Magic Formula,30,1000000,2026-05-21,36.5,5.0,41.5
PETR4,44.6,5.34,1.29,1.154,0.0712,0.461,-11.82,2.95,-0.87,4.62,3.19,"47,36%",0.3907,0.2169,0.74,16.8,0.24170000000000003,2475970000.0,445189000000.0,0.73,-0.0288,21.6,75641.6,1696.0,Magic Formula,30,1000000,2026-05-21,19.0,25.0,44.0
CEAB3,11.15,5.88,0.93,0.43,0.046799999999999994,0.398,2.14,3.6,-3.77,3.74,2.74,"55,84%",0.11939999999999999,0.0732,1.67,14.7,0.15789999999999998,105901000.0,3702830000.0,0.04,0.09910000000000001,26.7,74437.40000000001,6676.0,Magic Formula,30,1000000,2026-05-21,10.0,36.0,46.0
VLID3,17.63,5.92,0.84,0.718,0.0956,0.474,1.77,4.36,12.64,4.57,3.35,"34,81%",0.1649,0.12480000000000001,2.32,15.0,0.1422,7623390.0,1714470000.0,0.04,-0.008100000000000001,21.9,73023.45999999999,4142.0,Magic Formula,30,1000000,2026-05-21,16.0,33.0,49.0
CSED3,4.32,5.79,0.95,0.549,0.1124,0.324,3.57,2.92,-0.8,3.77,2.52,"51,06%",0.1881,0.0949,1.55,14.3,0.1646,4218800.0,1652140000.0,0.28,0.1143,26.5,63443.520000000004,14686.0,Magic Formula,30,1000000,2026-05-21,11.0,38.0,49.0
PCAR3,2.17,-0.51,1.61,0.057,0.0,0.066,-0.27,0.65,-0.1,2.62,1.54,"28,23%",0.0872,-0.1112,0.56,12.8,-3.1601,16082000.0,662000000.0,4.84,-0.13419999999999999,38.2,76275.5,35150.0,Magic Formula,30,1000000,2026-05-21,5.0,46.5,51.5
ANIM3,3.39,10.2,0.57,0.334,0.0229,0.13,1.06,1.12,-0.28,4.52,3.36,"63,13%",0.2969,0.0622,1.9,14.2,0.0562,29136800.0,2388890000.0,1.73,0.061900000000000004,22.1,67067.76000000001,19784.0,Magic Formula,30,1000000,2026-05-21,15.0,39.0,54.0
MILS3,13.34,7.26,1.76,1.656,0.0797,0.721,4.0,4.48,-2.77,6.13,4.32,"61,90%",0.36939999999999995,0.2281,2.21,20.6,0.2419,13282100.0,1777790000.0,0.65,0.2206,16.3,79212.92,5938.0,Magic Formula,30,1000000,2026-05-21,41.0,14.0,55.0
POMO4,5.98,5.99,1.84,0.827,0.15789999999999998,0.786,2.7,5.25,30.07,6.33,5.69,"25,49%",0.1577,0.1391,1.97,20.5,0.3072,62030200.0,4061280000.0,0.38,0.24239999999999998,15.8,74803.82,12509.0,Magic Formula,30,1000000,2026-05-21,43.0,15.0,58.0
VALE3,82.0,23.33,1.9,1.694,0.0683,0.796,21.52,5.07,-2.09,6.05,4.86,"35,08%",0.3344,0.0644,1.24,17.9,0.0816,1653390000.0,191216000000.0,0.37,-0.053200000000000004,16.5,78310.0,955.0,Magic Formula,30,1000000,2026-05-21,40.0,19.0,59.0
TGMA3,32.32,8.96,2.34,0.925,0.1188,1.561,5.97,7.04,10.98,7.06,6.38,"18,59%",0.13140000000000002,0.1032,2.22,27.2,0.2613,9733980.0,911018000.0,0.01,0.2241,14.2,80961.6,2505.0,Magic Formula,30,1000000,2026-05-21,53.5,7.0,60.5
VAMO3,3.41,13.55,1.6,0.689,0.0365,0.181,1.46,1.55,-0.3,5.96,4.24,"50,50%",0.4449,0.0509,1.77,15.3,0.11810000000000001,65928600.0,2604700000.0,4.55,0.10189999999999999,16.8,71197.39,20879.0,Magic Formula,30,1000000,2026-05-21,36.5,30.5,67.0
PGMN3,4.72,11.11,1.02,0.223,0.05,0.348,1.44,3.79,-4.08,5.36,3.36,"32,21%",0.0588,0.020099999999999996,1.73,12.5,0.0919,32231500.0,3347900000.0,0.42,0.1807,18.7,69969.28,14824.0,Magic Formula,30,1000000,2026-05-21,25.0,50.0,75.0
PFRM3,6.35,7.45,0.59,0.068,0.1015,0.13,0.75,2.02,-5.52,3.94,2.57,"15,42%",0.0335,0.0097,1.33,11.4,0.0786,1954060.0,1341390000.0,0.56,0.1484,25.4,66490.84999999999,10471.0,Magic Formula,30,1000000,2026-05-21,13.0,62.5,75.5
MOVI3,9.55,10.54,1.26,0.258,0.0681,0.107,-2.33,1.05,-0.16,6.02,3.57,"33,28%",0.2458,0.0245,0.85,14.4,0.1192,83858300.0,3056660000.0,5.94,0.21710000000000002,16.6,63144.600000000006,6612.0,Magic Formula,30,1000000,2026-05-21,39.0,37.0,76.0
EUCA4,26.81,6.06,0.84,0.79,0.042,0.485,2.11,4.52,-17.13,5.47,3.52,"36,99%",0.17489999999999997,0.1303,2.38,12.8,0.1391,1591210.0,2944820000.0,0.18,0.0594,18.3,83539.95999999999,3116.0,Magic Formula,30,1000000,2026-05-21,29.5,46.5,76.0
JHSF3,10.75,3.84,1.04,2.034,0.055,0.405,2.14,4.35,-2.08,5.04,4.85,"63,21%",0.46740000000000004,0.5257999999999999,1.92,12.1,0.2712,75834400.0,7062100000.0,0.16,0.1115,19.8,74218.0,6904.0,Magic Formula,30,1000000,2026-05-21,23.0,56.0,79.0
VTRU3,13.73,3.67,1.1,1.783,0.0018,0.589,5.48,4.76,-2.26,6.47,5.13,"66,28%",0.37420000000000003,0.4863,2.13,14.8,0.2995,15519300.0,3722430000.0,0.39,0.1259,15.5,77258.71,5627.0,Magic Formula,30,1000000,2026-05-21,45.5,34.5,80.0
CPFE3,44.37,8.87,2.1,1.135,0.08410000000000001,0.609,20.41,4.49,-1.31,6.77,5.72,"31,30%",0.2527,0.134,1.15,15.3,0.2372,107421000.0,24297600000.0,1.07,0.031,14.8,69128.45999999999,1558.0,Magic Formula,30,1000000,2026-05-21,50.0,30.5,80.5
TEND3,31.14,6.32,2.81,0.85,0.039599999999999996,0.538,1.86,5.4,-2.36,5.86,5.34,"30,80%",0.1573,0.1291,2.0,12.6,0.4445,84171400.0,1357900000.0,0.24,0.1588,17.1,84451.68000000001,2712.0,Magic Formula,30,1000000,2026-05-21,34.0,48.5,82.5
